player_id,full_name,first_name,last_name,nickname,birthday,birthdate,birthplace,total_matches,total_points
1162,Steve Linnane,Steve,Linnane,NA,1965-03-05,05-03,"Sydney, New South Wales, Australia",118,119
4433,Mark Judd,Mark,Judd,NA,NA,NA,NA,2,-
1239,Brandon Lee,Brandon,Lee,NA,1964-11-05,05-11,NA,65,9
401,Tony Butterfield,Tony,Butterfield,NA,1966-02-04,04-02,NA,238,108
4346,Robbie Robards,Robbie,Robards,Koala,1965-01-10,10-01,NA,43,16
4284,Scott Bennett,Scott,Bennett,NA,1963-05-31,31-05,NA,33,4
30654,Bibi Edgerton,Bibi,Edgerton,NA,1962-03-19,19-03,NA,1,-
4378,Phil Dotti,Phil,Dotti,NA,1962-06-12,12-06,NA,8,8
4265,Peter Este,Peter,Este,NA,1964-05-22,22-05,NA,5,6
52082,Steve Robinson,Steve,Robinson,NA,NA,NA,NA,2,4
4283,Shane Doran,Shane,Doran,NA,NA,NA,NA,1,-
23922,Greg Marr,Greg,Marr,NA,NA,NA,NA,1,-
4315,David Roods,David,Roods,NA,NA,NA,NA,6,-
4336,Brian Dennis,Brian,Dennis,NA,NA,NA,NA,1,2
1570,Rex Wright,Rex,Wright,Stumbles,1959-11-24,24-11,NA,43,4
4296,Peter Davis,Peter,Davis,NA,NA,NA,NA,10,8
343,Dean Bell,Dean,Bell,NA,1962-04-29,29-04,"Auckland, Auckland, New Zealand",60,44
966,Hugh McGahan,Hugh,McGahan,Paddles,1961-11-15,15-11,"Auckland, Auckland, New Zealand",118,80
4324,Wilfred Williams,Wilfred,Williams,NA,1960-07-10,10-07,NA,46,16
4330,Neville Elwin,Neville,Elwin,NA,1958-04-10,10-04,NA,1,-
65,Dale Shearer,Dale,Shearer,Rowdy,1965-07-25,25-07,"Saint George, Queensland, Australia",180,437
2544,Richie Poulsen,Richie,Poulsen,NA,1962-10-27,27-10,"Casino, New South Wales, Australia",49,8
2587,Wayne Challis,Wayne,Challis,NA,1963-03-07,07-03,NA,51,104
4304,Todd Riley,Todd,Riley,NA,NA,NA,NA,19,76
4305,Mark Horton,Mark,Horton,NA,1963-03-16,16-03,NA,12,-
967,Mike McLean,Mike,McLean,NA,1963-03-11,11-03,NA,88,28
4266,Steve Robinson,Steve,Robinson,NA,NA,NA,NA,15,12
259,Cliff Lyons,Cliff,Lyons,Napper,1961-10-19,19-10,"Narrandera, New South Wales, Australia",332,373
1119,Peter Martin,Peter,Martin,NA,NA,NA,NA,29,8
1094,Steve Hanson,Steve,Hanson,NA,1961-08-07,07-08,"Bowral, New South Wales, Australia",110,24
526,Graeme Bradley,Graeme,Bradley,NA,1964-03-20,20-03,"Oatley, New South Wales, Australia",181,140
23971,Bruce Parnell,Bruce,Parnell,NA,NA,NA,NA,2,-
4322,Chris Stephandellis,Chris,Stephandellis,NA,1961-07-30,30-07,"Darlinghurst, New South Wales, Australia",10,22
1052,Mark Pocock,Mark,Pocock,Poppy,1958-10-19,19-10,NA,61,4
4337,Darren Thompson,Darren,Thompson,NA,NA,NA,NA,1,-
4338,Paul Kennedy,Paul,Kennedy,NA,NA,NA,NA,16,4
4345,Peter Mayoh,Peter,Mayoh,NA,NA,NA,NA,9,-
1030,Steve Larder,Steve,Larder,NA,1963-03-05,05-03,"Darwin, Northern Territory, Australia",64,150
30657,Mark Keehan,Mark,Keehan,NA,NA,NA,NA,4,-
236,Terry Matterson,Terry,Matterson,NA,1967-03-04,04-03,"Sydney, New South Wales, Australia",165,746
4306,Brad Tessmann,Brad,Tessmann,NA,1960-02-09,09-02,NA,61,8
4298,Shaun McNamara,Shaun,McNamara,NA,NA,NA,NA,7,16
2583,Paul Conlon,Paul,Conlon,NA,1966-08-04,04-08,NA,98,251
4303,Paul Nacinovic,Paul,Nacinovic,NA,NA,NA,NA,5,-
533,Jeff Hardy,Jeff,Hardy,NA,1966-05-20,20-05,NA,249,140
1227,Brett Ross,Brett,Ross,NA,1964-10-27,27-10,NA,63,50
4300,Steve Ewer,Steve,Ewer,NA,NA,NA,NA,4,4
2746,Richard Clarke,Richard,Clarke,NA,1962-02-03,03-02,NA,4,4
4327,Gary Pearce,Gary,Pearce,NA,1960-06-01,01-06,NA,2,8
4301,Geoff Dillon,Geoff,Dillon,NA,NA,NA,NA,18,2
852,Tony Chalmers,Tony,Chalmers,NA,1964-12-09,09-12,NA,74,72
2827,Brian Noble,Brian,Noble,NA,1961-02-14,14-02,"Bradford, West Yorkshire, England",8,4
4307,Peter Ford,Peter,Ford,Falcon,1961-04-21,21-04,"Kiama, New South Wales, Australia",58,12
13424,Barry Russell,Barry,Russell,NA,NA,NA,NA,78,124
4325,Tony Hill,Tony,Hill,NA,NA,NA,NA,3,-
30658,Mark Kyle,Mark,Kyle,NA,NA,NA,NA,1,-
1079,Tony Townsend,Tony,Townsend,NA,1961-04-07,07-04,NA,42,12
4341,Phil Crowe,Phil,Crowe,NA,NA,NA,NA,1,4
4317,Geoff Sutton,Geoff,Sutton,NA,1963-02-11,11-02,NA,7,-
399,Marc Glanville,Marc,Glanville,NA,1966-06-12,12-06,NA,199,69
4342,John O'Toole,John,O'Toole,NA,NA,NA,NA,1,4
4343,Tom Robbins,Tom,Robbins,NA,1963-09-11,11-09,NA,2,-
4316,Geoff White,Geoff,White,NA,NA,NA,NA,5,4
21458,Richard Smith,Richard,Smith,NA,1962-05-15,15-05,NA,34,10
4312,Kevin Beardmore,Kevin,Beardmore,NA,1960-06-21,21-06,NA,3,-
2076,Garry Schofield,Garry,Schofield,NA,1965-07-01,01-07,"Leeds, West Yorkshire, England",56,157
4313,James Leuluai,James,Leuluai,NA,1957-02-04,04-02,NA,7,-
30659,Brett Windon,Brett,Windon,NA,NA,NA,NA,1,-
686,Brendan Hall,Brendan,Hall,NA,1966-09-13,13-09,"Canberra, Australian Capital Territory, Australia",159,208
4311,Lee Crooks,Lee,Crooks,NA,1963-09-18,18-09,NA,40,99
4331,Peter Worth,Peter,Worth,NA,NA,NA,NA,2,6
2589,Chris Blair,Chris,Blair,NA,1964-02-26,26-02,NA,20,4
3028,Andy Goodway,Andy,Goodway,NA,1961-06-02,02-06,NA,10,4
4319,Michael Alchin,Michael,Alchin,NA,1963-01-08,08-01,NA,3,-
4321,Matthew Callinan,Matthew,Callinan,NA,1964-04-27,27-04,NA,12,24
16612,Garry Wicks,Garry,Wicks,NA,NA,NA,NA,2,-
4309,Henderson Gill,Henderson,Gill,NA,1961-01-16,16-01,"Huddersfield, West Yorkshire, England",8,16
469,John Cartwright,John,Cartwright,NA,1965-08-09,09-08,"Penrith, New South Wales, Australia",188,56
4326,Gary Burns,Gary,Burns,NA,NA,NA,NA,13,-
20899,Tom Fowler,Tom,Fowler,NA,NA,NA,NA,2,-
20909,Brett McClure,Brett,McClure,NA,NA,NA,NA,1,-
12861,Richard Laurie,Richard,Laurie,Stones,NA,NA,NA,2,-
1054,David Ronson,David,Ronson,NA,1967-01-13,13-01,NA,105,140
4310,Steve Antonelli,Steve,Antonelli,NA,NA,NA,NA,5,4
46961,Troy McGregor,Troy,McGregor,NA,NA,NA,NA,1,-
4339,Gerry Clancy,Gerry,Clancy,NA,NA,NA,NA,3,-
1122,Mark Robinson,Mark,Robinson,NA,1964-10-05,05-10,NA,59,64
4314,Darren Waters,Darren,Waters,NA,NA,NA,NA,3,4
544,Jason Alchin,Jason,Alchin,NA,1967-03-17,17-03,"Newcastle, New South Wales, Australia",111,49
435,Paul Sironen,Paul,Sironen,NA,1965-05-23,23-05,"North Sydney, New South Wales, Australia",247,88
1175,David Cruickshank,David,Cruickshank,Cruicky,1965-07-04,04-07,NA,46,24
23989,Jeff Butcher,Jeff,Butcher,NA,NA,NA,NA,1,-
14253,Richie Douglas,Richie,Douglas,NA,1965-02-10,10-02,"Bourke, New South Wales, Australia",1,-
16,Owen Cunningham,Owen,Cunningham,NA,1967-01-23,23-01,NA,277,96
1112,Brian Jackson,Brian,Jackson,NA,1966-08-09,09-08,NA,94,136
4344,Jeremy Lillis,Jeremy,Lillis,NA,NA,NA,NA,26,-
4340,Craig Tracey,Craig,Tracey,NA,NA,NA,NA,11,-
2614,Gary McFarlane,Gary,McFarlane,NA,1964-01-08,08-01,NA,65,22
47373,Charlie El Tougbi,Charlie,El Tougbi,NA,NA,NA,NA,1,-
30660,Jason Budden,Jason,Budden,NA,NA,NA,NA,2,-
4375,Craig Neil,Craig,Neil,NA,NA,NA,NA,7,-
1029,Trevor Kissell,Trevor,Kissell,NA,1964-12-09,09-12,NA,73,36
4328,Rick Posetti,Rick,Posetti,NA,NA,NA,NA,2,-
1034,Les Morrissey,Les,Morrissey,Spot,1965-09-28,28-09,NA,71,24
20910,Roger McLeod,Roger,McLeod,NA,NA,NA,NA,2,-
431,Mike Ford,Mike,Ford,NA,1965-11-18,18-11,NA,16,12
14270,Michael Markou,Michael,Markou,NA,1963-05-30,30-05,NA,1,-
4332,Peter Davies,Peter,Davies,NA,NA,NA,NA,13,16
246,Adrian Toole,Adrian,Toole,NA,1965-06-12,12-06,"Forbes, New South Wales, Australia",131,32
23990,Garry Wilson,Garry,Wilson,NA,NA,NA,NA,1,-
4462,Jamie McInnes,Jamie,McInnes,NA,NA,NA,NA,2,-
4381,Greg Falkner,Greg,Falkner,NA,NA,NA,NA,5,-
20911,Roy Robinson,Roy,Robinson,NA,NA,NA,NA,1,-
4353,Darren Meredith,Darren,Meredith,NA,1962-08-14,14-08,NA,10,-
4335,Graham Murchie,Graham,Murchie,NA,NA,NA,NA,6,8
4371,Brad Webb,Brad,Webb,NA,1965-03-13,13-03,NA,10,12
60,Ian Roberts,Ian,Roberts,NA,1965-07-31,31-07,"London, Greater London, England",194,52
901,Gary Belcher,Gary,Belcher,NA,1962-05-28,28-05,"Brisbane, Queensland, Australia",148,572
918,Mal Meninga,Mal,Meninga,NA,1960-07-08,08-07,"Bundaberg, Queensland, Australia",166,864
906,Gary Coyne,Gary,Coyne,NA,1961-09-30,30-09,"Ipswich, Queensland, Australia",159,112
81,Steve Walters,Steve,Walters,Boxhead,1965-08-28,28-08,"Ipswich, Queensland, Australia",271,196
867,Bruce McGuire,Bruce,McGuire,NA,1962-01-31,31-01,"Nowra, New South Wales, Australia",123,52
980,David Trewhella,David,Trewhella,NA,1962-06-09,09-06,"Maitland, New South Wales, Australia",91,28
426,Trevor Gillmeister,Trevor,Gillmeister,The Axe,1964-03-13,13-03,"Brisbane, Queensland, Australia",232,84
1095,Les Kiss,Les,Kiss,NA,1964-12-09,09-12,"Bundaberg, Queensland, Australia",100,192
1090,Clayton Friend,Clayton,Friend,NA,1962-03-22,22-03,"Auckland, Auckland, New Zealand",68,36
438,Gavin Jones,Gavin,Jones,NA,1964-01-01,01-01,"Brisbane, Queensland, Australia",136,8
1131,Col Bentley,Col,Bentley,NA,1964-09-02,02-09,NA,117,48
4359,Paul Sheahan,Paul,Sheahan,NA,NA,NA,NA,32,20
4358,Ian Naden,Ian,Naden,Nado,1964-10-28,28-10,NA,32,49
950,Sandy Campbell,Sandy,Campbell,NA,1966-11-11,11-11,NA,93,68
4364,Brad Perry,Brad,Perry,NA,1964-05-08,08-05,NA,30,-
2562,Paul Martin,Paul,Martin,NA,1967-06-14,14-06,NA,123,144
4,Martin Bella,Martin,Bella,Munster,1964-03-26,26-03,"Sarina, Queensland, Australia",235,28
4385,Brett Davis,Brett,Davis,NA,NA,NA,NA,13,10
4376,Mark Bevan,Mark,Bevan,NA,NA,NA,NA,21,66
1163,Garry Longhurst,Garry,Longhurst,Longy,1963-05-17,17-05,"Belmore, New South Wales, Australia",23,4
242,Greg Florimo,Greg,Florimo,NA,1967-05-17,17-05,"Sydney, New South Wales, Australia",285,295
1108,Tony Cosatto,Tony,Cosatto,NA,1968-02-15,15-02,NA,81,61
30661,Glen Graham,Glen,Graham,NA,NA,NA,NA,1,-
4395,Santi Masa,Santi,Masa,NA,NA,NA,NA,1,-
1014,Greg Whitbread,Greg,Whitbread,NA,NA,NA,NA,60,16
4377,Steve Prest,Steve,Prest,NA,NA,NA,NA,5,-
4347,Gregg Lennon,Gregg,Lennon,NA,1958-06-10,10-06,NA,18,44
971,Trevor Paterson,Trevor,Paterson,NA,1963-03-13,13-03,"Toowoomba, Queensland, Australia",69,40
184,Craig Salvatori,Craig,Salvatori,Salvo,1966-01-22,22-01,"Sydney, New South Wales, Australia",139,100
4348,Luke Beasley,Luke,Beasley,NA,1965-08-20,20-08,NA,12,-
4389,Kevin Duckett,Kevin,Duckett,NA,1965-01-15,15-01,NA,5,-
12042,Greg Davies,Greg,Davies,NA,NA,NA,NA,28,8
4372,Glenn Miller,Glenn,Miller,NA,1964-02-10,10-02,NA,88,44
4349,Paul Matterson,Paul,Matterson,NA,1964-07-02,02-07,NA,2,-
1088,Brett French,Brett,French,Bert,1962-03-27,27-03,NA,101,112
394,Mark Sargent,Mark,Sargent,NA,1964-08-18,18-08,"Newcastle, New South Wales, Australia",145,72
4363,Scott Gustard,Scott,Gustard,NA,NA,NA,NA,21,8
4384,David Rowles,David,Rowles,NA,1968-03-20,20-03,NA,6,-
4391,Ken Daly,Ken,Daly,NA,NA,NA,NA,1,-
4357,Malcolm Kelly,Malcolm,Kelly,NA,NA,NA,NA,24,24
61,Ian Russell,Ian,Russell,NA,1965-08-10,10-08,NA,127,58
4390,Glenn Stanton,Glenn,Stanton,NA,NA,NA,NA,4,-
948,Malcolm Wheeler,Malcolm,Wheeler,NA,1964-01-30,30-01,"Dubbo, New South Wales, Australia",33,8
4350,Ron Griffen,Ron,Griffen,NA,NA,NA,NA,5,4
4351,Dean Bailey,Dean,Bailey,NA,NA,NA,NA,3,-
4379,Noel Mancuso,Noel,Mancuso,NA,NA,NA,NA,2,-
1217,Doug Rawlings,Doug,Rawlings,Kingsley,1964-03-12,12-03,NA,57,40
4356,Michael Perry,Michael,Perry,NA,NA,NA,NA,8,-
1166,Paul Osborne,Paul,Osborne,NA,1966-09-30,30-09,NA,135,20
4355,Tony Myler,Tony,Myler,NA,1960-09-26,26-09,NA,12,4
1192,Paul Roberts,Paul,Roberts,Cuz,1962-11-10,10-11,NA,70,56
2598,Peter Spring,Peter,Spring,Cockie,1962-05-30,30-05,NA,53,8
4386,Keith Cole,Keith,Cole,NA,1966-04-23,23-04,NA,25,-
4360,Deryck Fox,Deryck,Fox,NA,1964-09-17,17-09,NA,8,-
4354,Gary Prohm,Gary,Prohm,NA,1956-10-03,03-10,NA,28,20
1147,Colin Van der Voort,Colin,Van der Voort,NA,1965-07-13,13-07,NA,119,28
2540,Mick Delroy,Mick,Delroy,NA,1965-02-03,03-02,NA,55,40
4387,John Henderson,John,Henderson,NA,NA,NA,NA,4,-
4373,Glen Quetcher,Glen,Quetcher,NA,NA,NA,NA,6,-
1057,Paul Shaw,Paul,Shaw,NA,1965-10-04,04-10,NA,62,16
4394,Mark Ko'cass,Mark,Ko'cass,NA,NA,NA,NA,19,9
12661,Stephen Jones,Stephen,Jones,NA,1961-10-26,26-10,NA,1,-
520,David Boyd,David,Boyd,NA,1966-05-13,13-05,NA,157,38
4361,Des Drummond,Des,Drummond,Black Flash,1958-06-17,17-06,"Sauannah-La-Mar, Jamaica",9,8
4362,Carlos Parra,Carlos,Parra,NA,1965-06-04,04-06,NA,2,-
1565,Terry Butler,Terry,Butler,NA,1958-04-22,22-04,NA,4,-
4374,Andrew Mack,Andrew,Mack,NA,NA,NA,NA,4,-
2631,Craig Weeks,Craig,Weeks,NA,NA,NA,NA,9,4
12160,Peter Edwards,Peter,Edwards,NA,NA,NA,NA,3,-
4365,John Thomas,John,Thomas,NA,1965-09-27,27-09,NA,2,-
4388,Steve Gaffney,Steve,Gaffney,NA,NA,NA,NA,2,-
4366,Alfie Walker,Alfie,Walker,NA,NA,NA,NA,4,-
947,Sean Watson,Sean,Watson,NA,1965-06-27,27-06,NA,45,252
4393,Paul Young,Paul,Young,NA,NA,NA,NA,5,4
1068,Glenn Frendo,Glenn,Frendo,NA,1964-08-24,24-08,NA,59,20
4380,Graham Foster,Graham,Foster,NA,NA,NA,NA,2,-
4397,Jim Antonakos,Jim,Antonakos,NA,NA,NA,NA,1,-
1226,Darren Currie,Darren,Currie,NA,1968-09-04,04-09,NA,39,38
4370,Chris Macklin-Shaw,Chris,Macklin-Shaw,NA,NA,NA,NA,12,60
1141,Rod McNeill,Rod,McNeill,NA,1965-01-23,23-01,NA,24,40
517,Mark Geyer,Mark,Geyer,NA,1967-12-07,07-12,"Granville, New South Wales, Australia",181,52
940,Guy Picken,Guy,Picken,Pick,1965-07-17,17-07,NA,39,4
702,Alan Wilson,Alan,Wilson,NA,1967-09-25,25-09,NA,109,520
4367,Steve Corradi,Steve,Corradi,NA,NA,NA,NA,1,-
4368,Mark McDonnell,Mark,McDonnell,NA,1967-05-03,03-05,NA,5,-
4369,Paul Vineburg,Paul,Vineburg,NA,NA,NA,NA,1,-
927,Glenn Coleman,Glenn,Coleman,NA,1965-12-21,21-12,"Bankstown, New South Wales, Australia",123,164
881,Tony Currie,Tony,Currie,NA,1962-12-25,25-12,NA,78,108
4382,Michael Boden,Michael,Boden,NA,NA,NA,NA,1,-
1244,Glen Nissen,Glen,Nissen,NA,1966-03-04,04-03,NA,91,76
2559,Paul Beath,Paul,Beath,NA,1968-01-17,17-01,NA,7,4
67,Bruce Sinclair,Bruce,Sinclair,NA,1965-01-25,25-01,NA,89,4
2528,Greg Gibson,Greg,Gibson,NA,NA,NA,NA,11,12
4398,Brett Longville,Brett,Longville,NA,NA,NA,NA,2,-
2638,Charlie Haggett,Charlie,Haggett,NA,1962-02-22,22-02,"Sydney, New South Wales, Australia",25,16
1186,Steve Mavin,Steve,Mavin,Mavo,1968-01-11,11-01,NA,101,108
664,Peter Phillips,Peter,Phillips,NA,1969-01-01,01-01,NA,71,24
4401,Geoff Clark,Geoff,Clark,NA,1965-06-21,21-06,"Sydney, New South Wales, Australia",17,44
1089,Ian French,Ian,French,NA,1960-12-28,28-12,NA,71,60
882,James Donnelly,James,Donnelly,Tollgate,1966-04-26,26-04,NA,37,8
2593,Michael Reid,Michael,Reid,NA,NA,NA,NA,6,-
888,Peter Jackson,Peter,Jackson,NA,1964-04-16,16-04,"Brisbane, Queensland, Australia",103,106
4399,Denis Fricot,Denis,Fricot,NA,1960-10-15,15-10,NA,12,6
199,Dan Stains,Dan,Stains,NA,1964-06-28,28-06,NA,170,32
923,Brent Todd,Brent,Todd,NA,1964-12-05,05-12,NA,125,6
886,Ken Gittins,Ken,Gittins,NA,1966-01-18,18-01,Papua New Guinea,12,8
4402,Phillip Duke,Phillip,Duke,Duke,1960-03-14,14-03,NA,27,28
2555,Steve McCoy,Steve,McCoy,Skippy,1964-12-08,08-12,NA,22,20
262,Mark Carroll,Mark,Carroll,Spud,1967-02-26,26-02,"Greystanes, New South Wales, Australia",185,45
4403,Wayne Lambkin,Wayne,Lambkin,NA,NA,NA,NA,18,4
4427,Bert Gordon,Bert,Gordon,NA,NA,NA,NA,15,12
1061,Darrell Williams,Darrell,Williams,NA,NA,NA,NA,98,60
1157,Wally Fullerton-Smith,Wally,Fullerton-Smith,Gator,1960-07-09,09-07,"Roma, Queensland, Australia",79,20
4425,Peter Camroux,Peter,Camroux,NA,NA,NA,NA,10,1
2597,John Richards,John,Richards,NA,1961-06-04,04-06,NA,5,-
2504,Dean Hanson,Dean,Hanson,Deano,1964-01-04,04-01,"Wakefield, West Yorkshire, England",61,16
4404,Louis Takairangi,Louis,Takairangi,NA,NA,NA,NA,3,4
4418,Eddie Muller,Eddie,Muller,NA,1961-12-17,17-12,NA,13,-
4408,Jean Desfosses,Jean,Desfosses,NA,NA,NA,NA,6,-
4419,Steve Park,Steve,Park,NA,NA,NA,NA,7,4
4405,Mark Brokenshire,Mark,Brokenshire,NA,1961-02-28,28-02,NA,103,-
2648,Doug Delaney,Doug,Delaney,NA,NA,NA,NA,50,40
4417,Trevor Tuckwell,Trevor,Tuckwell,NA,NA,NA,NA,11,-
1180,David Hosking,David,Hosking,NA,1964-04-13,13-04,NA,78,4
12769,Ron Smith,Ron,Smith,NA,NA,NA,NA,2,-
984,Peter Benson,Peter,Benson,NA,1967-01-24,24-01,NA,50,104
1062,John Allanson,John,Allanson,NA,1967-12-07,07-12,NA,43,44
898,Scott Tronc,Scott,Tronc,NA,1965-05-15,15-05,NA,92,14
14195,Steven Thomas,Steven,Thomas,NA,NA,NA,NA,8,4
976,Kurt Sherlock,Kurt,Sherlock,NA,1961-12-31,31-12,"Auckland, Auckland, New Zealand",88,235
1154,Paul Danes,Paul,Danes,NA,1966-09-15,15-09,NA,16,4
226,Kevin Walters,Kevin,Walters,NA,1967-10-20,20-10,"Rockhampton, Queensland, Australia",291,296
1127,Jeremy Ticehurst,Jeremy,Ticehurst,NA,1965-04-05,05-04,NA,49,40
1001,Bob Lindner,Bob,Lindner,Bustling,1962-11-10,10-11,"Brisbane, Queensland, Australia",97,88
2603,Jamie Thompson,Jamie,Thompson,NA,NA,NA,NA,8,-
4409,Greg Lukins,Greg,Lukins,NA,NA,NA,NA,2,-
444,Brian Quinton,Brian,Quinton,NA,1963-04-14,14-04,NA,34,56
235,Gavin Allen,Gavin,Allen,Jed,1965-03-30,30-03,"Cairns, Queensland, Australia",66,8
4426,Jeff Perl,Jeff,Perl,NA,NA,NA,NA,2,10
4435,Peter Hall,Peter,Hall,NA,1964-01-21,21-01,NA,1,-
4428,Mark Blackburn,Mark,Blackburn,NA,NA,NA,NA,24,8
4406,Paul Judd,Paul,Judd,NA,NA,NA,NA,8,4
474,Danny Crnkovich,Danny,Crnkovich,NA,1968-02-25,25-02,NA,81,94
29744,David Smith,David,Smith,NA,1967-04-11,11-04,NA,87,325
2596,Brad Tassell,Brad,Tassell,NA,1967-11-12,12-11,NA,10,4
4422,Terry Donnellan,Terry,Donnellan,Tex,1963-12-11,11-12,NA,11,-
4430,Paul Smith,Paul,Smith,NA,1969-12-24,24-12,NA,119,196
1573,Cavill Heugh,Cavill,Heugh,NA,1962-08-31,31-08,"Innisfail, Queensland, Australia",48,36
478,Michael Erickson,Michael,Erickson,NA,1968-06-15,15-06,NA,112,124
247,Gary Larson,Gary,Larson,Sven,1967-01-02,02-01,"Gladstone, Queensland, Australia",249,136
4439,Greg Carberry,Greg,Carberry,NA,1966-02-12,12-02,NA,25,116
4436,Mark Meskell,Mark,Meskell,NA,NA,NA,NA,2,-
2628,Greg Austin,Greg,Austin,NA,1963-06-14,14-06,NA,15,36
588,Scott Freestone,Scott,Freestone,NA,1964-09-29,29-09,NA,44,20
4434,Warren Lee,Warren,Lee,NA,NA,NA,NA,10,-
2575,Danny Shepherd,Danny,Shepherd,NA,1960-12-10,10-12,NA,41,-
1124,Rod Slater,Rod,Slater,NA,NA,NA,NA,15,20
1202,Shane Flanagan,Shane,Flanagan,NA,1965-12-02,02-12,NA,78,12
4407,Alan Nelson,Alan,Nelson,NA,NA,NA,NA,1,-
2658,Wayne Harvey,Wayne,Harvey,NA,NA,NA,NA,5,-
1047,Ian Gately,Ian,Gately,Gates,1966-03-21,21-03,NA,46,38
4416,Colin Whitfield,Colin,Whitfield,NA,1960-09-20,20-09,NA,12,22
2507,Joe Lydon,Joe,Lydon,NA,1963-11-26,26-11,"Wigan, Greater Manchester, England",22,60
4415,Kevin Ward,Kevin,Ward,NA,1957-08-05,05-08,NA,15,8
210,Laurie Daley,Laurie,Daley,NA,1969-10-20,20-10,"Junee, New South Wales, Australia",245,445
1109,Andrew Fitzhenry,Andrew,Fitzhenry,NA,1968-03-14,14-03,NA,39,142
6426,Paul Dixon,Paul,Dixon,NA,1962-10-28,28-10,"Huddersfield, West Yorkshire, England",12,4
4421,Clint Robinson,Clint,Robinson,Will,1969-06-21,21-06,"Bankstown, New South Wales, Australia",52,76
1797,Darren Maroon,Darren,Maroon,NA,1966-05-04,04-05,NA,61,8
2536,Mark Barnes,Mark,Barnes,NA,1968-09-20,20-09,NA,57,20
913,Steve Jackson,Steve,Jackson,NA,1965-10-22,22-10,NA,78,62
4423,Mike Gregory,Mike,Gregory,NA,1964-05-20,20-05,"Wigan, Greater Manchester, England",9,4
4413,Hew Rees,Hew,Rees,NA,NA,NA,NA,5,2
1190,Adam O'Neill,Adam,O'Neill,NA,1964-04-29,29-04,"Cronulla, New South Wales, Australia",37,56
102,Jason Williams,Jason,Williams,NA,1966-04-23,23-04,NA,145,252
4411,Patrick Crown,Patrick,Crown,NA,NA,NA,NA,1,-
4412,Graham Pearce,Graham,Pearce,NA,NA,NA,NA,2,-
519,Brad Mackay,Brad,Mackay,NA,1969-02-07,07-02,"Sydney, New South Wales, Australia",217,196
935,Mark Lee,Mark,Lee,NA,1968-03-27,27-03,NA,4,-
868,Michael Moss,Michael,Moss,NA,NA,NA,NA,18,16
2502,Kevin Marr,Kevin,Marr,NA,1965-04-22,22-04,NA,44,8
228,Glenn Lazarus,Glenn,Lazarus,The Brick With Eyes,1965-12-11,11-12,"Queanbeyan, New South Wales, Australia",254,86
4414,Dave Perry,Dave,Perry,NA,NA,NA,NA,1,-
4441,Andrew Stewart,Andrew,Stewart,NA,NA,NA,NA,1,-
7279,Jacques Molinier,Jacques,Molinier,NA,NA,NA,NA,1,-
2500,Andrew Fullagar,Andrew,Fullagar,NA,NA,NA,NA,14,-
4432,Paul McInerney,Paul,McInerney,NA,NA,NA,NA,1,-
4437,Terry Dolling,Terry,Dolling,NA,1968-01-12,12-01,NA,3,-
2606,Darren Appleby,Darren,Appleby,NA,1967-06-14,14-06,NA,13,12
536,Tony Smith,Tony,Smith,NA,1967-01-24,24-01,NA,88,52
4438,Danny Mason,Danny,Mason,NA,NA,NA,NA,1,-
1246,Henry Raymond,Henry,Raymond,NA,1968-08-27,27-08,NA,19,36
4424,Peter Gentle,Peter,Gentle,NA,1965-09-26,26-09,NA,3,-
9020,Norm Proctor,Norm,Proctor,NA,NA,NA,"Forbes, New South Wales, Australia",87,22
9013,Bill Benson,Bill,Benson,NA,1893-03-19,19-03,NA,109,57
5729,Reg Latta,Reg,Latta,NA,1897-02-25,25-02,"Balmain, New South Wales, Australia",175,188
11460,Harold Angus,Harold,Angus,NA,1892-09-21,21-09,"Sydney, New South Wales, Australia",15,-
8991,Alec Johnston,Alec,Johnston,NA,NA,NA,NA,30,9
8967,James Heaney,James,Heaney,NA,1895-01-01,01-01,"Sydney, New South Wales, Australia",14,2
5728,Harry Caples,Harry,Caples,NA,1898-02-04,04-02,"Bathurst, New South Wales, Australia",106,84
8988,Robert Gough,Robert,Gough,NA,1894-12-28,28-12,"Newtown, New South Wales, Australia",34,25
9050,Tas Jones,Tas,Jones,NA,1893-04-07,07-04,"Launceston, Tasmania, Australia",26,38
8968,Thomas Dagg,Thomas,Dagg,NA,1893-03-03,03-03,"Newtown, New South Wales, Australia",40,6
8965,Ted Nicholls,Ted,Nicholls,NA,NA,NA,NA,7,15
8976,Albert Phelps,Albert,Phelps,NA,NA,NA,NA,24,6
12894,George Lindsay,George,Lindsay,NA,NA,NA,NA,5,-
9049,Henry Deeble,Henry,Deeble,NA,NA,NA,NA,28,12
8969,George Moore,George,Moore,NA,NA,NA,NA,43,9
8971,Lawrie Mayo,Lawrie,Mayo,NA,1889-09-29,29-09,"St Leonards, New South Wales, Australia",11,14
5400,Duncan Thompson,Duncan,Thompson,NA,1895-02-19,19-02,"Ipswich, Queensland, Australia",58,128
8978,William Gillespie,William,Gillespie,NA,1894-11-22,22-11,"Surry Hills, New South Wales, Australia",90,54
13342,Bill Raymond,Bill,Raymond,NA,NA,NA,NA,4,3
8970,Alick Wickham,Alick,Wickham,NA,1886-06-01,01-06,Solomon Islands,3,6
12936,C Mackey,C,Mackey,NA,NA,NA,NA,3,-
8986,Jack Ashley,Jack,Ashley,NA,1890-05-14,14-05,NA,4,2
